timestamp,open,high,low,close price,volum
1675814400000,23251.95,23428.11,22682.62,22960.41,121.228229
1675900800000,22960.35,23006.94,21704.14,21800.44,172.85988
1675987200000,21807.9,21932.73,21477.95,21631.84,124.253808
1676073600000,21622.44,21899.97,21600.77,21859.91,93.309352
1676160000000,21856.69,22076.65,21634.18,21784.02,94.869603
1676246400000,21783.36,21885.15,21365.4,21775.69,129.621763
1676332800000,21770.94,22289.72,21556.24,22198.93,163.369648
1676419200000,22198.94,24348.0,22048.94,24328.01,208.003491
1676505600000,24326.47,25230.0,23500.1,23515.04,260.392717
1676592000000,23513.21,25250.0,23304.04,24575.5,220.560989
1676678400000,24571.58,24850.0,24433.05,24624.17,111.956998
1676764800000,24619.96,25178.74,24183.67,24285.77,158.65987
1676851200000,24269.33,25100.0,23848.17,24829.92,155.404127
1676937600000,24832.08,25259.43,24157.9,24450.59,169.13133
1677024000000,24458.35,24470.34,23591.67,24186.0,145.883679
1677110400000,24186.01,24729.74,23619.15,23937.95,165.841007
1677196800000,23942.81,24126.68,22872.01,23183.52,202.252668
1677283200000,23171.37,23212.21,22761.01,23156.4,106.410683
1677369600000,23161.37,23667.29,23069.07,23560.63,115.533321
1677456000000,23554.44,23883.42,23128.52,23492.07,141.068871
1677542400000,23494.36,23593.5,23029.43,23136.03,123.790767
1677628800000,23140.56,23985.05,23030.84,23631.74,128.472364
1677715200000,23631.73,23792.17,23207.01,23466.53,99.861241
1677801600000,23468.93,23474.48,22050.0,22352.0,280.330702
1677888000000,22350.39,22406.47,22184.44,22358.65,236.802244
1677974400000,22360.99,22649.97,22224.0,22423.38,83.307169
1678060800000,22423.38,22592.14,22300.0,22405.32,103.911263
1678147200000,22401.36,22559.55,21950.0,22199.64,169.150997
1678233600000,22199.11,22274.96,21600.0,21702.16,259.761313
1678320000000,21702.17,21839.9,20080.0,20356.73,196.200761
1678406400000,20358.57,20448.24,19625.03,20161.29,335.447542
1678492800000,20158.64,20664.23,19783.71,20460.09,143.779797
1678579200000,20450.45,22100.0,20272.52,21981.89,136.40521
1678665600000,21984.65,24451.16,21826.1,24101.53,280.143388
1678752000000,24112.22,26336.36,23972.11,24690.97,329.840152
1678838400000,24679.3,25155.22,23415.85,24274.61,166.350797
1678924800000,24268.5,25132.75,24142.45,24997.72,154.417333
1679011200000,24995.57,27702.0,24892.91,27384.12,252.428543
1679097600000,27386.7,27702.0,26600.0,26905.78,189.486454
1679184000000,26907.93,28600.0,26835.07,27955.25,145.956264
1679270400000,27955.25,28600.0,27146.09,27718.1,182.65062
1679356800000,27726.95,28420.0,27344.0,28108.27,147.299617
1679443200000,28100.37,28800.0,26648.0,27250.91,163.581695
1679529600000,27247.1,28724.99,27118.91,28287.79,102.322761
1679616000000,28290.72,28364.71,27012.53,27440.7,121.678317
1679702400000,27440.71,27768.22,27168.79,27470.19,56.716039
1679788800000,27455.24,28163.21,27419.02,27968.27,63.340255
1679875200000,27968.27,28018.37,26534.93,27116.04,90.128873
1679961600000,27123.98,27496.84,26666.66,27259.81,132.149336
1680048000000,27267.64,28622.44,27257.14,28282.93,68.851209
1636934400000,65496.54,66300.0,63416.24,63619.62,241.639995
1637020800000,63560.0,63560.0,58500.0,60107.0,794.051787
1637107200000,60059.65,60804.4,58413.67,60354.0,320.702804
1637193600000,60343.31,60940.0,56441.68,56895.24,538.83934
1637280000000,56925.27,58311.85,55601.0,58060.32,382.457338
1637366400000,58056.65,59840.86,57387.17,59694.21,263.020397
1637452800000,59715.53,60010.0,58316.87,58628.69,272.997949
1637539200000,58619.47,59389.31,55618.2,56255.69,407.672583
1637625600000,56250.06,57834.28,55386.71,57535.7,417.25242
1637712000000,57535.7,57718.07,55856.72,57171.31,232.157765
1637798400000,57131.84,59378.97,57023.37,58944.98,482.519484
1637884800000,58936.41,59150.64,53510.0,53734.55,602.181796
1637971200000,53734.55,55270.9,53608.26,54737.63,188.030089
1638057600000,54695.68,57420.26,53305.0,57278.13,231.709291
1638144000000,57289.18,58867.48,56706.94,57778.55,301.631998
1638230400000,57772.25,59154.0,55900.0,56869.03,355.883187
1638316800000,56979.06,59020.4,56484.02,57194.86,360.081848
1638403200000,57189.14,57363.0,55800.0,56493.55,240.861848
1638489600000,56482.25,57575.33,51700.0,53709.26,558.598153
1638576000000,53659.68,53845.48,42000.0,49168.43,1221.679531
1638662400000,49196.94,49681.07,47755.02,49383.59,439.548305
1638748800000,49398.92,50878.39,47050.0,50460.51,604.107161
1638835200000,50464.74,51933.32,50040.0,50594.2,295.591869
1638921600000,50607.07,51750.0,48649.99,50467.71,428.872425
1639008000000,50477.15,50778.25,47334.52,47584.79,487.052855
1639094400000,47537.2,50113.89,46899.9,47162.95,639.117698
1639180800000,47162.95,49470.33,46770.0,49363.6,383.238635
1639267200000,49369.68,50764.82,48650.64,50073.3,347.390671
1639353600000,50065.79,50194.29,45750.0,46730.53,570.629735
1639440000000,46714.54,48630.51,46307.49,48374.87,427.667959
1639526400000,48366.94,49474.0,46552.79,48871.21,540.137467
1639612800000,48861.43,49418.98,47536.98,47653.44,328.620331
1639699200000,47611.01,47989.99,45475.2,46155.21,504.986145
1639785600000,46148.09,47324.91,45513.0,46831.42,525.027266
1639872000000,46829.07,48279.64,46431.99,46691.45,575.983512
1639958400000,46695.3,47523.17,45574.69,46899.0,423.237002
1640044800000,46925.71,49320.21,46655.98,48891.85,400.738468
1640131200000,48890.0,49639.73,48439.16,48595.3,297.983022
1640217600000,48591.69,51368.0,48034.52,50800.0,271.508458
1640304000000,50821.93,51803.2,50418.02,50785.15,312.337344
1640390400000,50808.01,51183.3,50165.9,50398.88,162.883331
1640476800000,50411.86,51265.3,49428.51,50779.91,199.234939
1640563200000,50778.79,52080.93,50453.58,50668.9,257.168332
1640649600000,50695.03,50697.57,47308.43,47544.75,432.9806
1640736000000,47557.33,48127.44,46103.9,46467.99,223.299514
1640822400000,46446.19,47891.15,45931.1,47123.57,329.606173
1640908800000,47116.34,48550.0,45680.0,46203.93,565.892259
1640995200000,46202.84,47927.69,46202.84,47725.86,311.611522
1641081600000,47717.61,47981.04,46650.0,47317.51,324.770258
1641168000000,47295.06,47566.39,45702.93,46445.38,299.839825
1641254400000,46452.06,47520.33,45538.05,45843.7,455.486622
1641340800000,45827.66,47047.0,42500.0,43424.71,535.898089
1641427200000,43441.14,43773.01,42361.73,43111.86,397.994072
1641513600000,43084.63,43139.99,40675.05,41517.65,684.665326
1641600000000,41569.59,42300.5,40543.29,41685.08,307.162401
1641686400000,41680.64,42799.29,41233.2,41847.52,167.931491
1641772800000,41849.6,42235.66,39640.84,41829.16,726.79711
1641859200000,41856.09,43111.3,41274.49,42713.34,317.376757
1641945600000,42702.71,44300.0,42471.5,43909.98,299.132281
1642032000000,43881.23,44453.77,42320.05,42535.7,230.872707
1642118400000,42560.3,43451.84,41749.89,43063.99,309.549102
1642204800000,43063.99,43795.31,42563.19,43075.38,111.995796
1642291200000,43085.51,43461.0,42635.0,43078.82,127.945349
1642377600000,43070.84,43174.54,41555.0,42236.06,236.653442
1642464000000,42202.66,42672.73,41290.32,42366.85,325.838504
1642550400000,42362.84,42559.35,41135.05,41664.9,379.791858
1642636800000,41662.79,43498.0,40574.92,40700.0,495.167608
1642723200000,40662.19,41100.0,35470.18,36460.54,1689.493898
1642809600000,36448.53,36816.95,34012.1,35057.14,1273.125142
1642896000000,35067.66,36505.21,34621.1,36262.64,435.199905
1642982400000,36249.95,37500.74,32924.5,36686.09,1247.321003
1643068800000,36668.85,37525.06,35700.0,36926.94,382.637771
1643155200000,36975.15,38896.64,36248.7,36782.46,690.145042
1643241600000,36802.7,37222.36,35530.0,37164.64,422.518495
1643328000000,37161.24,38007.76,36162.58,37729.31,421.160946
1643414400000,37700.0,38888.0,37300.94,38114.81,180.931673
1643500800000,38154.98,38371.44,37358.4,37913.17,167.403982
1643587200000,37890.43,38782.15,36644.21,38467.44,275.484435
1643673600000,38463.59,39300.54,38011.74,38700.86,345.955545
1643760000000,38700.87,38845.71,36611.0,36885.03,303.208688
1643846400000,36897.05,37350.0,36262.05,37314.47,293.130408
1643932800000,37295.22,41738.85,37030.5,41554.95,570.970408
1644019200000,41559.1,41964.58,40943.5,41391.1,293.234895
1644105600000,41385.01,42645.0,41076.0,42373.22,219.348642
1644192000000,42378.45,44500.0,41655.61,43837.46,463.461874
1644278400000,43826.76,45517.0,42677.71,44025.88,463.000229
1644364800000,44030.28,44795.91,43125.05,44378.75,212.624498
1644451200000,44372.09,45800.0,43200.0,43487.65,457.238998
1644537600000,43502.66,43900.77,41955.0,42373.88,308.370395
1644624000000,42348.64,42999.11,41709.0,42190.69,160.190071
1644710400000,42216.1,42738.33,41843.49,42052.86,105.850496
1644796800000,42052.86,42805.85,41548.55,42520.65,181.400984
1644883200000,42529.15,44761.38,42443.25,44543.99,210.829161
1644969600000,44555.95,44555.95,43319.35,43876.31,164.095712
1645056000000,43869.73,44153.81,40078.56,40493.58,330.544423
1645142400000,40466.74,40955.09,39455.0,39988.89,247.028738
1645228800000,39978.2,40431.02,39633.44,40072.58,123.102235
1645315200000,40074.59,40117.24,38000.0,38352.1,225.03998
1645401600000,38381.84,39493.6,36801.84,37005.62,568.730295
1645488000000,37016.49,38420.0,36355.45,38241.76,407.26909
1645574400000,38234.11,39216.14,37060.83,37255.02,329.242875
1645660800000,37253.16,39774.14,34336.0,38350.0,1234.779304
1645747200000,38358.7,39670.49,38000.46,39209.63,304.653844
1645833600000,39215.52,40283.21,38578.4,39109.31,187.038641
1645920000000,39115.18,39858.91,37006.95,37680.84,301.014713
1646006400000,37700.01,44183.03,37452.42,43181.96,484.225341
1646092800000,43181.96,44949.97,42851.34,44401.95,436.336096
1646179200000,44401.95,45297.73,43308.16,43893.69,353.85612
1646265600000,43906.86,44078.99,41840.67,42460.57,347.291227
1646352000000,42422.2,42525.16,38567.4,39139.64,444.701624
1646438400000,39142.95,39591.0,38601.0,39381.61,160.206553
1646524800000,39381.61,39679.05,38109.99,38396.82,316.753252
1646611200000,38400.74,39531.92,37110.0,38003.85,426.836716
1646697600000,37988.8,39355.63,37870.51,38738.3,414.532391
1646784000000,38720.2,42549.07,38657.72,41939.04,594.802902
1646870400000,41970.72,42018.88,38572.0,39422.76,855.651287
1646956800000,39389.26,40230.08,38230.01,38728.12,350.818222
1647043200000,38728.12,39410.0,38666.51,38804.6,164.328491
1647129600000,38804.6,39304.28,37584.21,37770.27,190.136487
1647216000000,37761.64,39905.84,37574.7,39657.09,398.285543
1647302400000,39659.91,39878.96,38138.44,39280.33,409.027258
1647388800000,39281.81,41682.0,38867.8,41112.22,843.240288
1647475200000,41112.22,41443.31,40500.0,40918.02,215.878929
1647561600000,40907.99,42308.47,40150.08,41754.81,243.314842
1647648000000,41755.21,42375.08,41512.4,42205.57,178.279937
1647734400000,42196.26,42275.25,40919.25,41250.3,201.834517
1647820800000,41260.15,41531.5,40500.0,41000.44,221.057317
1647907200000,40992.25,43300.0,40880.46,42357.18,382.18297
1647993600000,42357.41,43005.95,41714.17,42889.16,198.967071
1648080000000,42898.78,44213.0,42620.0,43985.86,366.888996
1648166400000,43993.94,45091.0,43591.17,44311.63,258.387404
1648252800000,44311.63,44780.99,44080.16,44515.0,87.153148
1648339200000,44506.72,46913.0,44432.06,46845.65,207.907383
1648425600000,46817.56,48175.99,46674.35,47089.36,238.191236
1648512000000,47075.27,48085.0,46958.71,47423.17,199.206297
1648598400000,47420.0,47688.82,46550.06,47039.69,172.664394
1648684800000,47009.11,47590.82,45218.0,45516.6,286.639111
1648771200000,45496.01,46710.6,44231.81,46285.8,247.403257
1648857600000,46280.31,47183.22,45623.64,45826.79,329.015143
1648944000000,45813.05,47428.31,45536.79,46399.99,286.11769
1649030400000,46406.5,46887.05,45133.01,46600.44,346.882525
1649116800000,46586.32,47172.61,45384.29,45482.07,129.980995
1649203200000,45498.63,45503.37,43110.0,43154.3,314.481235
1649289600000,43150.0,43888.64,42750.0,43457.92,126.09672
1649376000000,43436.2,43954.11,42121.96,42273.84,184.947419
1649462400000,42271.73,42793.87,42127.2,42744.79,60.476227
1649548800000,42746.83,43406.06,41902.55,42130.75,117.72824
1649635200000,42091.84,42395.84,39208.49,39523.45,397.885193
1649721600000,39529.42,40675.9,39265.0,40065.73,296.086398
1649808000000,40072.01,41543.94,39593.28,41135.51,317.658677
1649894400000,41150.48,41477.68,39567.05,39909.55,132.624024
1649980800000,39916.78,40834.27,39777.68,40554.85,189.337583
1650067200000,40549.0,40682.32,40010.18,40364.43,70.454633
1650153600000,40374.32,40578.01,39556.16,39694.19,75.663329
1650240000000,39676.21,41063.07,38550.0,40799.79,310.78431
1650326400000,40794.99,41730.0,40581.68,41489.56,206.219572
1650412800000,41487.48,42181.87,40891.43,41355.72,128.226091
1650499200000,41349.3,42965.31,39800.0,40480.21,299.921364
1650585600000,40480.57,40789.99,39188.0,39718.46,216.21508
1650672000000,39716.47,39970.7,39297.36,39436.93,87.066528
1650758400000,39438.93,39921.76,38990.32,39464.2,114.897069
1650844800000,39443.84,40573.71,38200.0,40428.07,545.63807
1650931200000,40428.07,40773.9,37713.0,38124.09,421.853298
1651017600000,38118.37,39478.02,37880.0,39237.3,355.387931
1651104000000,39235.25,40364.51,37501.0,39743.68,707.014047
1651190400000,39743.15,39927.2,38183.67,38595.06,237.112338
1651276800000,38610.55,38775.0,37575.5,37628.64,120.860726
1651363200000,37626.76,38673.1,37410.0,38480.05,188.980593
1651449600000,38480.05,39152.73,38065.89,38518.01,297.090153
1651536000000,38521.86,38648.52,37502.8,37725.91,240.586222
1651622400000,37732.59,40000.0,37670.18,39682.71,821.456601
1651708800000,39693.97,39823.41,35592.37,36549.24,1505.280941
1651795200000,36547.65,36654.44,35289.8,36011.49,1328.471637
1651881600000,36011.49,36131.95,34785.94,35469.78,220.295034
1651968000000,35469.78,35507.6,33720.0,34051.92,449.547529
1652054400000,34048.53,34232.1,30042.3,30085.67,1884.878558
1652140800000,30085.67,32621.66,29758.87,31019.11,1584.357902
1652227200000,31015.52,32146.03,27768.81,29105.02,1646.361958
1652313600000,29125.64,30190.99,26753.16,28972.88,1440.068626
1652400000000,29003.96,31048.32,28773.51,29338.22,441.61201
1652486400000,29288.57,30323.04,28676.0,30088.15,180.344252
1652572800000,30082.03,31440.47,29509.29,31316.1,173.454979
1652659200000,31317.66,31317.66,29138.68,29864.26,269.235536
1652745600000,29865.75,30771.78,29465.33,30446.79,222.326699
1652832000000,30446.79,30690.03,28660.0,28720.38,241.81419
1652918400000,28705.17,30525.0,28687.87,30292.59,337.540943
1653004800000,30317.41,30639.41,28724.89,29207.22,290.840707
1653091200000,29202.84,29646.21,28968.11,29452.0,133.175258
1653177600000,29452.0,30470.0,29267.1,30297.87,184.361576
1653264000000,30287.27,30652.54,28888.0,29105.63,282.555247
1653350400000,29102.08,30000.0,28695.15,29652.03,221.854666
1653436800000,29649.06,30214.61,29351.37,29551.92,317.888128
1653523200000,29545.6,29876.35,28066.0,29201.98,463.948181
1653609600000,29215.2,29386.26,28285.81,28648.96,198.004293
1653696000000,28641.51,29247.95,28529.84,29029.21,80.290067
1653782400000,29038.46,29560.09,28843.05,29466.76,49.300877
1653868800000,29466.59,32217.38,29309.58,31718.8,271.31567
1653955200000,31736.25,32402.98,31234.87,31804.66,169.566599
1654041600000,31811.89,31969.33,29356.48,29789.07,239.600422
1654128000000,29789.68,30674.6,29600.0,30450.95,104.093884
1654214400000,30450.95,30675.9,29295.55,29699.52,156.505909
1654300800000,29699.52,29958.44,29483.94,29866.59,87.789685
1654387200000,29839.12,30163.0,29546.74,29912.5,70.153605
1654473600000,29916.95,31748.46,29899.0,31370.83,175.533765
1654560000000,31374.99,31564.12,29234.11,31128.8,332.234476
1654646400000,31125.68,31309.88,29860.04,30213.19,163.771434
1654732800000,30205.48,30691.58,29958.41,30103.37,125.046047
1654819200000,30093.1,30363.96,28863.37,29091.04,247.612625
1654905600000,29091.04,29428.81,28120.5,28408.99,177.801515
1654992000000,28423.19,28528.14,26578.6,26600.0,263.103277
1655078400000,26594.42,26872.75,21965.1,22486.87,1137.699905
1655164800000,22475.48,23304.62,20861.28,22150.54,889.665706
1655251200000,22134.12,22787.15,20119.0,22578.23,1032.770431
1655337600000,22570.53,22975.22,20237.21,20395.16,382.20101
1655424000000,20401.64,21347.0,20256.11,20456.19,219.073177
1655510400000,20454.92,20759.39,17567.0,18980.13,1053.032394
1655596800000,18972.54,20808.3,17978.28,20583.65,435.698625
1655683200000,20577.87,21048.43,19648.63,20575.78,258.672504
1655769600000,20570.86,21719.92,20368.4,20724.54,225.695485
1655856000000,20717.05,20886.14,19790.1,19978.0,220.677501
1655942400000,19977.01,21216.29,19897.41,21100.17,272.306337
1656028800000,21105.3,21540.38,20749.25,21239.04,213.481217
1656115200000,21243.26,21599.0,20919.67,21485.16,97.35451
1656201600000,21484.25,21873.0,20985.82,21048.43,101.97849
1656288000000,21039.38,21532.95,20526.99,20730.3,176.91772
1656374400000,20730.3,21200.07,20210.67,20270.57,155.771772
1656460800000,20280.19,20419.58,19855.5,20111.77,164.861111
1656547200000,20116.48,20161.51,18616.3,19932.26,333.84152
1656633600000,19939.94,20864.21,18991.89,19271.66,268.021163
1656720000000,19275.8,19437.41,18987.12,19248.21,79.235188
1656806400000,19248.63,19629.56,18790.63,19312.51,121.584034
1656892800000,19315.0,20322.0,19060.26,20228.76,192.296665
1656979200000,20236.53,20738.04,19311.27,20204.76,351.157392
1657065600000,20178.5,20664.23,19778.23,20558.37,262.258183
1657152000000,20558.37,21830.23,20281.35,21622.85,280.304726
1657238400000,21629.51,22476.96,21200.0,21614.56,410.164946
1657324800000,21590.08,21954.14,21343.59,21593.72,147.917917
1657411200000,21591.93,21597.32,20664.23,20853.71,124.403528
1657497600000,20853.78,20853.78,19893.57,19966.38,259.297078
1657584000000,19964.97,20050.62,19251.19,19329.29,314.339285
1657670400000,19348.57,20338.52,18942.5,20239.1,538.630528
1657756800000,20235.03,20883.66,19623.24,20581.94,201.080968
1657843200000,20581.94,21189.18,20391.15,20823.77,205.996711
1657929600000,20822.86,21572.24,20483.58,21203.03,214.791541
1658016000000,21192.53,21651.13,20740.0,20790.15,180.335969
1658102400000,20790.11,22756.0,20768.94,22464.36,325.217926
1658188800000,22445.3,23794.0,21596.83,23399.15,373.921029
1658275200000,23408.55,24256.9,22930.0,23218.67,205.34948
1658361600000,23215.18,23418.82,22351.89,23149.67,182.833809
1658448000000,23146.81,23737.08,22515.73,22682.06,194.966918
1658534400000,22678.51,22991.36,21960.67,22456.49,231.804016
1658620800000,22459.28,23011.47,22276.39,22585.67,328.656886
1658707200000,22583.96,22660.24,21275.0,21298.57,240.007714
1658793600000,21298.57,21335.81,20734.39,21253.38,210.944273
1658880000000,21251.86,23086.05,21046.58,22956.38,306.333936
1658966400000,22968.88,24181.91,22609.03,23850.6,205.055208
1659052800000,23842.83,24446.37,23438.93,23771.7,230.293548
1659139200000,23776.45,24647.5,23516.0,23638.52,159.506306
1659225600000,23640.0,24169.73,23223.68,23302.51,106.397047
1659312000000,23292.9,23294.0,23257.36,23287.55,0.08353
1659398400000,23349.98,23350.0,22300.0,22936.45,42.609931
1659484800000,22948.04,24500.0,22650.0,22834.67,72.523161
1659571200000,22800.0,23200.0,22441.9,22624.49,55.259586
1659657600000,22624.49,23420.0,22609.09,23197.42,376.487741
1659744000000,23197.45,23252.89,22832.27,22947.6,766.155384
1659830400000,22947.6,23355.73,22837.0,23091.53,572.618821
1659916800000,23111.33,24192.1,23104.81,23807.73,677.930728
1660003200000,23807.9,23855.4,22950.53,23156.02,760.401492
1660089600000,23156.03,24165.99,22700.0,23935.22,968.202724
1660176000000,23963.79,24875.99,23844.35,23932.67,638.695176
1660262400000,23932.7,24426.36,23606.21,24400.83,153.929789
1660348800000,24385.04,24845.0,24286.27,24402.45,105.662286
1660435200000,24424.97,25026.0,24168.21,24322.86,132.659974
1660521600000,24301.4,25190.0,23786.8,24101.84,189.864092
1660608000000,24092.9,24258.1,23693.27,23865.56,148.727336
1660694400000,23864.06,24425.74,23157.38,23333.99,426.994516
1660780800000,23331.4,23587.0,23120.0,23199.22,180.968565
1660867200000,23189.25,23203.22,20800.0,20841.61,756.376528
1660953600000,20849.84,21373.69,20764.85,21136.38,481.079609
1661040000000,21138.5,21766.71,21077.55,21521.57,419.862517
1661126400000,21522.65,21536.62,20906.8,21400.73,451.904726
1661212800000,21398.58,21678.02,20897.11,21522.47,433.781825
1661299200000,21525.34,21885.58,21155.0,21370.39,1114.978872
1661385600000,21367.62,21811.68,21318.54,21562.58,214.132126
1661472000000,21553.7,21862.66,20117.84,20256.14,599.919373
1661558400000,20244.27,20366.18,19820.87,20035.03,474.800437
1661644800000,20033.57,20155.57,19537.16,19562.36,198.043974
1661731200000,19563.74,20420.08,19559.7,20294.92,380.047428
1661817600000,20290.05,20576.76,19553.85,19795.36,366.293978
1661904000000,19810.39,20479.99,19810.39,20055.11,417.911755
1661990400000,20047.83,20204.12,19570.8,20127.61,391.620501
1662076800000,20133.66,20434.45,19762.71,19952.43,315.469651
1662163200000,19952.42,20047.12,19660.04,19828.29,219.329753
1662249600000,19828.3,20012.03,19589.49,19995.8,181.154343
1662336000000,19998.75,20054.6,19644.41,19786.69,233.876259
1662422400000,19795.95,20170.87,18666.0,18784.19,541.095409
1662508800000,18787.96,19446.12,18534.83,19280.18,396.106424
1662595200000,19289.05,19446.38,19014.13,19317.93,300.290497
1662681600000,19316.96,21588.39,19293.83,21363.67,538.173517
1662768000000,21362.1,21798.92,21119.0,21647.82,414.487537
1662854400000,21645.65,21849.38,21356.01,21831.09,298.47883
1662940800000,21822.39,22464.3,21550.32,22398.11,439.520644
1663027200000,22397.0,22785.26,19901.93,20177.16,730.255472
1663113600000,20177.16,20528.4,19640.84,20221.54,428.500045
1663200000000,20216.09,20325.08,19501.0,19702.71,496.980835
1663286400000,19702.9,19885.03,19338.16,19799.88,364.80667
1663372800000,19795.73,20181.92,19755.46,20109.03,245.434924
1663459200000,20109.03,20109.03,19341.67,19413.8,272.485046
1663545600000,19407.33,19675.65,18246.98,19532.36,492.606786
1663632000000,19534.42,19631.26,18725.5,18872.41,392.133272
1663718400000,18870.56,19911.94,18152.68,18454.36,875.779387
1663804800000,18447.24,19533.66,18356.25,19403.09,461.586623
1663891200000,19403.58,19491.63,18544.38,19287.78,500.125226
1663977600000,19282.2,19304.18,18816.67,18924.37,204.619898
1664064000000,18919.87,19186.5,18641.71,18803.87,200.925823
1664150400000,18804.43,19312.04,18690.01,19226.31,378.330089
1664236800000,19226.32,20376.55,18827.11,19080.16,699.622815
1664323200000,19081.16,19774.99,18483.32,19409.99,543.246207
1664409600000,19417.53,19644.73,18851.12,19585.77,395.665995
1664496000000,19601.53,20171.49,19142.96,19421.94,494.276404
1664582400000,19413.91,19476.05,19163.96,19305.78,125.668071
1664668800000,19305.79,19391.96,18931.83,19055.32,131.05905
1664755200000,19056.46,19712.2,18964.9,19625.11,247.893391
1664841600000,19625.12,20455.22,19494.45,20333.74,328.639767
1664928000000,20334.84,20355.76,19730.8,20155.41,766.796913
1665014400000,20147.63,20444.04,19858.03,19960.0,480.151717
1665100800000,19961.98,20054.27,19322.83,19524.05,380.655654
1665187200000,19524.05,19616.73,19252.75,19409.26,115.054673
1665273600000,19404.0,19546.43,19320.15,19443.0,201.92314
1665360000000,19436.35,19521.94,19034.41,19131.85,283.779721
1665446400000,19117.84,19264.15,18862.35,19060.57,377.422042
1665532800000,19060.57,19236.94,18985.63,19155.55,283.921577
1665619200000,19152.21,19499.57,18181.14,19374.19,729.407598
1665705600000,19369.07,19947.84,19079.92,19180.82,441.257755
1665792000000,19175.01,19220.46,18989.3,19070.17,108.262741
1665878400000,19070.18,19416.33,19070.18,19258.67,119.942524
1665964800000,19258.3,19671.37,19158.37,19548.95,269.908011
1666051200000,19547.67,19697.63,19101.0,19328.19,456.319871
1666137600000,19325.01,19350.88,19080.01,19125.17,366.785928
1666224000000,19124.18,19341.92,18913.05,19050.84,456.160493
1666310400000,19044.04,19242.89,18666.77,19159.25,477.456651
1666396800000,19159.25,19249.92,19109.3,19198.68,145.288793
1666483200000,19198.68,19686.0,19073.88,19561.18,260.722081
1666569600000,19566.11,19596.99,19164.44,19333.15,381.926696
1666656000000,19329.13,20405.0,19242.38,20081.26,324.155306
1666742400000,20081.27,21007.57,20054.85,20770.21,487.957845
1666828800000,20744.22,20864.12,20207.61,20285.0,356.620982
1666915200000,20285.0,20738.91,20010.43,20592.54,380.340013
1667001600000,20591.1,21051.74,20290.7,20809.19,368.510492
1667088000000,20809.19,20923.93,20516.52,20616.47,230.593801
1667174400000,20620.07,20825.83,20239.55,20493.62,327.46105
1667260800000,20487.23,20681.05,20340.39,20478.99,360.808062
1667347200000,20481.17,20787.13,20059.6,20151.0,336.022471
1667433600000,20150.34,20380.97,20037.4,20203.48,134.309831
1667520000000,20201.92,21287.65,20179.51,21143.9,381.871978
1667606400000,21143.9,21461.92,21080.01,21297.59,152.6071
1667692800000,21298.12,21357.29,20892.21,20911.01,108.073361
1667779200000,20898.85,21063.91,20398.12,20588.52,273.714732
1667865600000,20588.51,20671.54,17200.83,18543.5,1275.711947
1667952000000,18540.37,18583.04,15591.83,15899.8,819.855465
1668038400000,15905.27,18179.4,15768.46,17595.79,702.534816
1668124800000,17595.79,17700.11,16400.0,17093.55,396.421403
1668211200000,17060.26,17107.53,16649.43,16817.18,276.792664
1668297600000,16805.55,16949.99,16247.0,16329.05,371.387208
1668384000000,16329.05,17157.16,15831.0,16619.34,545.038321
1668470400000,16610.89,17100.0,16534.2,16896.68,543.513889
1668556800000,16893.47,17003.06,16400.64,16662.55,553.835896
1668643200000,16662.04,16745.12,16423.03,16693.08,397.10606
1668729600000,16684.52,16982.59,16560.0,16704.49,242.992984
1668816000000,16698.95,16816.6,16560.0,16703.41,190.6565
1668902400000,16703.38,16753.8,16194.61,16280.84,234.452666
1668988800000,16279.96,16299.77,15516.08,15779.36,299.324432
1669075200000,15781.3,16300.0,15623.03,16223.46,240.338521
1669161600000,16223.46,16685.46,16158.41,16624.01,246.588963
1669248000000,16604.23,16815.0,16463.0,16603.8,184.256338
1669334400000,16598.34,16617.32,16355.1,16517.48,166.514115
1669420800000,16520.62,16686.63,16399.72,16458.62,135.934744
1669507200000,16458.63,16596.38,16403.86,16425.29,143.862916
1669593600000,16421.79,16485.39,16004.99,16209.04,179.860781
1669680000000,16209.03,16535.46,16104.49,16435.0,168.094388
1669766400000,16434.14,17233.34,16429.49,17158.95,260.586445
1669852800000,17159.81,17280.0,16873.24,16964.95,299.031207
1669939200000,16973.61,17097.52,16808.65,17089.6,256.697142
1670025600000,17089.19,17149.1,16858.9,16886.12,220.493449
1670112000000,16886.1,17185.68,16886.06,17117.17,348.782873
1670198400000,17107.31,17400.0,16885.36,16967.94,336.123896
1670284800000,16966.42,17099.92,16916.03,17086.63,241.599049
1670371200000,17085.84,17125.19,16717.0,16834.53,145.821029
1670457600000,16834.08,17287.36,16725.0,17220.47,123.161883
1670544000000,17220.47,17328.88,17066.51,17129.66,111.900942
1670630400000,17128.85,17218.0,17105.19,17123.99,99.652726
1670716800000,17122.17,17400.0,17077.03,17090.89,139.830939
1670803200000,17086.19,17232.0,16880.26,17206.02,123.784
1670889600000,17205.83,17950.0,17090.01,17778.59,170.010143
1670976000000,17776.7,18362.68,17664.2,17795.92,223.555101
1671062400000,17803.59,17849.66,17293.82,17361.05,168.592248
1671148800000,17361.05,17525.2,16537.41,16635.22,192.730738
1671235200000,16634.96,16791.87,16583.76,16777.41,69.436184
1671321600000,16775.05,16831.45,16672.0,16746.31,33.181043
1671408000000,16747.65,16812.62,16284.96,16443.27,71.563979
